Transaction ID,Product Name
TX_1071,Sugar
TX_1071,Soda
TX_1071,Coffee
TX_1072,Sugar
TX_1072,Sugar
TX_1072,Soda
TX_1073,Coffee
TX_1073,Cheese
TX_1073,Cheese
TX_1074,Eggs
TX_1074,Cookies
TX_1074,Cheese
TX_1075,Sugar
TX_1075,Tea
TX_1075,Coffee
TX_1076,Coffee
TX_1076,Milk
TX_1076,Soda
TX_1077,Tea
TX_1077,Milk
TX_1077,Soda
TX_1078,Tea
TX_1078,Bread
TX_1078,Coffee
TX_1079,Coffee
TX_1079,Soda
TX_1079,Tea
TX_1080,Coffee
TX_1080,Coffee
TX_1080,Sugar
TX_1081,Bread
TX_1081,Bread
TX_1081,Sugar
TX_1082,Bread
TX_1082,Milk
TX_1082,Sugar
TX_1083,Coffee
TX_1083,Sugar
TX_1083,Cookies
TX_1084,Milk
TX_1084,Milk
TX_1084,Milk
TX_1085,Milk
TX_1085,Bread
TX_1085,Coffee
TX_1086,Sugar
TX_1086,Tea
TX_1086,Milk
TX_1087,Eggs
TX_1087,Sugar
TX_1087,Tea
TX_1088,Sugar
TX_1088,Tea
TX_1088,Tea
TX_1089,Butter
TX_1089,Coffee
TX_1089,Bread
TX_1090,Cookies
TX_1090,Milk
TX_1090,Bread
TX_1091,Cookies
TX_1091,Sugar
TX_1091,Sugar
TX_1092,Bread
TX_1092,Milk
TX_1092,Tea
TX_1093,Bread
TX_1093,Coffee
TX_1093,Cheese
TX_1094,Cookies
TX_1094,Milk
TX_1094,Milk
TX_1095,Bread
TX_1095,Bread
TX_1095,Coffee
TX_1096,Bread
TX_1096,Sugar
TX_1096,Milk
TX_1097,Bread
TX_1097,Sugar
TX_1097,Milk
TX_1098,Milk
TX_1098,Bread
TX_1098,Coffee
TX_1099,Milk
TX_1099,Cheese
TX_1099,Coffee
TX_1100,Coffee
TX_1100,Coffee
TX_1100,Butter
TX_1101,Bread
TX_1101,Coffee
TX_1101,Coffee
TX_1102,Tea
TX_1102,Bread
TX_1102,Milk
TX_1103,Coffee
TX_1103,Eggs
TX_1103,Tea
TX_1104,Soda
TX_1104,Milk
TX_1104,Soda
TX_1105,Coffee
TX_1105,Sugar
TX_1105,Sugar
TX_1106,Milk
TX_1106,Coffee
TX_1106,Bread
TX_1107,Sugar
TX_1107,Milk
TX_1107,Bread
TX_1108,Sugar
TX_1108,Cookies
TX_1108,Sugar
TX_1109,Cheese
TX_1109,Bread
TX_1109,Milk
TX_1110,Sugar
TX_1110,Sugar
TX_1110,Soda
TX_1111,Milk
TX_1111,Coffee
TX_1111,Milk
TX_1112,Sugar
TX_1112,Coffee
TX_1112,Cookies
TX_1113,Bread
TX_1113,Milk
TX_1113,Milk
TX_1114,Bread
TX_1114,Cheese
TX_1114,Milk
TX_1115,Soda
TX_1115,Butter
TX_1115,Sugar
TX_1116,Coffee
TX_1116,Coffee
TX_1116,Eggs
TX_1117,Milk
TX_1117,Coffee
TX_1117,Coffee
TX_1118,Milk
TX_1118,Sugar
TX_1118,Cheese
TX_1119,Milk
TX_1119,Sugar
TX_1119,Milk
TX_1120,Sugar
TX_1120,Coffee
TX_1120,Bread
TX_1121,Soda
TX_1121,Cookies
TX_1121,Cheese
TX_1122,Milk
TX_1122,Coffee
TX_1122,Milk
TX_1123,Bread
TX_1123,Sugar
TX_1123,Coffee
TX_1124,Coffee
TX_1124,Milk
TX_1124,Sugar
TX_1125,Coffee
TX_1125,Bread
TX_1125,Coffee
TX_1126,Coffee
TX_1126,Sugar
TX_1126,Coffee
TX_1127,Soda
TX_1127,Soda
TX_1127,Eggs
TX_1128,Bread
TX_1128,Coffee
TX_1128,Coffee
TX_1129,Eggs
TX_1129,Bread
TX_1129,Tea
TX_1130,Cookies
TX_1130,Coffee
TX_1130,Coffee
TX_1131,Bread
TX_1131,Tea
TX_1131,Sugar
TX_1132,Coffee
TX_1132,Sugar
TX_1132,Milk
TX_1133,Butter
TX_1133,Bread
TX_1133,Bread
TX_1134,Coffee
TX_1134,Milk
TX_1134,Bread
TX_1135,Coffee
TX_1135,Milk
TX_1135,Sugar
TX_1136,Coffee
TX_1136,Sugar
TX_1136,Cookies
TX_1137,Coffee
TX_1137,Coffee
TX_1137,Eggs
TX_1138,Sugar
TX_1138,Soda
TX_1138,Bread
TX_1139,Cheese
TX_1139,Tea
TX_1139,Bread
TX_1140,Bread
TX_1140,Bread
TX_1140,Bread
TX_1141,Soda
TX_1141,Coffee
TX_1141,Bread
TX_1142,Tea
TX_1142,Coffee
TX_1142,Bread
TX_1143,Coffee
TX_1143,Milk
TX_1143,Sugar
TX_1144,Cookies
TX_1144,Tea
TX_1144,Sugar
TX_1145,Butter
TX_1145,Milk
TX_1145,Sugar
TX_1146,Bread
TX_1146,Milk
TX_1146,Soda
TX_1147,Coffee
TX_1147,Sugar
TX_1147,Coffee
TX_1148,Bread
TX_1148,Milk
TX_1148,Milk
TX_1149,Milk
TX_1149,Coffee
TX_1149,Soda
TX_1150,Coffee
TX_1150,Tea
TX_1150,Cheese
TX_1151,Sugar
TX_1151,Sugar
TX_1151,Coffee
TX_1152,Milk
TX_1152,Tea
TX_1152,Coffee
TX_1153,Bread
TX_1153,Cheese
TX_1153,Sugar
TX_1154,Eggs
TX_1154,Sugar
TX_1154,Tea
TX_1155,Eggs
TX_1155,Sugar
TX_1155,Sugar
TX_1156,Bread
TX_1156,Sugar
TX_1156,Cheese
TX_1157,Tea
TX_1157,Sugar
TX_1157,Sugar
TX_1158,Cookies
TX_1158,Eggs
TX_1158,Cheese
TX_1159,Soda
TX_1159,Eggs
TX_1159,Coffee
TX_1160,Cookies
TX_1160,Sugar
TX_1160,Soda
TX_1161,Milk
TX_1161,Soda
TX_1161,Bread
TX_1162,Bread
TX_1162,Tea
TX_1162,Milk
TX_1163,Soda
TX_1163,Cookies
TX_1163,Sugar
TX_1164,Sugar
TX_1164,Coffee
TX_1164,Cheese
TX_1165,Bread
TX_1165,Milk
TX_1165,Bread
TX_1166,Bread
TX_1166,Bread
TX_1166,Cookies
TX_1167,Cheese
TX_1167,Tea
TX_1167,Milk
TX_1168,Milk
TX_1168,Coffee
TX_1168,Cookies
TX_1169,Coffee
TX_1169,Coffee
TX_1169,Sugar
TX_1170,Sugar
TX_1170,Eggs
TX_1170,Bread
TX_1171,Coffee
TX_1171,Soda
TX_1171,Bread
TX_1172,Bread
TX_1172,Cookies
TX_1172,Milk
TX_1173,Eggs
TX_1173,Bread
TX_1173,Tea
TX_1174,Sugar
TX_1174,Coffee
TX_1174,Bread
TX_1175,Milk
TX_1175,Coffee
TX_1175,Tea
TX_1176,Coffee
TX_1176,Bread
TX_1176,Milk
TX_1177,Coffee
TX_1177,Coffee
TX_1177,Milk
TX_1178,Bread
TX_1178,Sugar
TX_1178,Coffee
TX_1179,Coffee
TX_1179,Sugar
TX_1179,Cookies
TX_1180,Milk
TX_1180,Tea
TX_1180,Sugar
TX_1181,Soda
TX_1181,Sugar
TX_1181,Butter
TX_1182,Eggs
TX_1182,Milk
TX_1182,Coffee
TX_1183,Sugar
